tweet,user,location,date
@cta people still exiting the train at Sedgwick and the conductor is already closing the doors. Do they not pay att… https://t.co/sY3HxA48MI,Jesse_PuraVida,Chicago,2019-10-21 22:27:44
also the ratio of O’Hare to Forest Park trains for the commutes home are severely disproportionate. How @cta ...,kawaiiyle,"Chicago, Illinois ",2019-10-21 22:24:01
@cta idiot train operator didn’t announce that the brown line was express and a couple hundred people just missed t… https://t.co/drVYGnitX7,ArbitraryPicks,,2019-10-21 22:23:12
@cta always helpful to announce to your passengers when you decide to switch to express! #brownline,coreyjarrett,,2019-10-21 22:22:21
@cta someone needs training not to block the box. Brutal example bus 4066. https://t.co/ITLEW2uXOk,thedarknessIRL,,2019-10-21 22:20:08
@cta my brown line just went rogue and is running express but with no announcements. Train full of customers wantin… https://t.co/e5Yca6bCvd,MartineBeswick,"Chicago, IL",2019-10-21 22:18:26
RT @cta: [Significant Delays] Harlem-bound Green Line trains are running with delays from congestion after an earlier police activity at Ha…,transit_tweets,,2019-10-21 22:17:46
F*** @CTA. Their fare reader wouldn’t take my @Metra linkup card ($45) and the employee at Polk pink line stop said… https://t.co/ZcFSYK5tlI,mfharte,Chicago's NW Burbs,2019-10-21 22:14:32
RT @cta: [Major Delays] Harlem-bound Green Line trains are standing at Halsted due to police activty.  Crews  working to restore service.,transit_tweets,,2019-10-21 22:12:20
RT @cta: [Significant Delays] Harlem-bound Green Line trains are running with delays from congestion after an earlier police activity at Ha…,MikePTraffic,"Chicago, IL",2019-10-21 22:08:39
@cta 🙏🏻 Thank you! Appreciate your response.,BrendonTroutman,"Chicago, IL",2019-10-21 22:05:00
@eurovermeer @cta Nope. Not relevant. I’m talking about you saying “at least you’re not behind the wheel.” I’d glad… https://t.co/48jowm9AXq,terynjrobinson,"Chicago, IL",2019-10-21 22:04:16
RT @cta: [Significant Delays] Harlem-bound Green Line trains are standing at Halsted due to police activty.  Crews  working to restore serv…,transit_tweets,,2019-10-21 22:04:16
RT @cta: [Major Delays] Harlem-bound Green Line trains are standing at Halsted due to police activty.  Crews  working to restore service.,MikePTraffic,"Chicago, IL",2019-10-21 22:03:29
RT @cta: [Major Delays] Harlem-bound Green Line trains are standing at Halsted due to police activty.  Crews  working to restore service.,TotalTrafficCHI,"Chicago, IL",2019-10-21 22:03:27
RT @cta: [Significant Delays] Harlem-bound Green Line trains are standing at Halsted due to police activty.  Crews  working to restore serv…,speedymonkey3D,✶✶✶✶,2019-10-21 21:59:17
"@cta Pretty disappointed, paid, got on a bus a stop before the end of the route, only for it to take me around the… https://t.co/GskcHgFFJk",SigEpGurt,"Chicago, IL",2019-10-21 21:57:59
RT @cta: [Significant Delays] Harlem-bound Green Line trains are standing at Halsted due to police activty.  Crews  working to restore serv…,WGNtraffic,"Chicago, IL",2019-10-21 21:56:44
@robertloerzel @cta You are the everywhere man!,DLAlberts,"Chicago, IL",2019-10-21 21:56:33
@robertloerzel @cta Woild help our Space Force members get to their mother ship.,RickHibbert3,,2019-10-21 21:49:04
"I'm at @CTA - Clark/Lake in Chicago, IL https://t.co/MosYtNGuFr",vietvet52,HERE  #EatTheRich  #ITMFA ,2019-10-21 21:16:48
@cta @metrolosangeles @Cubs Glad we didn’t do this @DOM_Frederic,gorvett,"Chicago, IL",2019-10-21 21:05:04
RT @cta: [Significant Delays]  Forest Park-bound Blue Line trains are running w/residual delays following an earlier door problem on a trai…,transit_tweets,,2019-10-21 21:01:15
RT @cta: [Significant Delays]  Forest Park-bound Blue Line trains are running w/residual delays following an earlier door problem on a trai…,marywizchicago,Chicago,2019-10-21 21:00:38
"@robertloerzel @cta From some of people seen hanging around, I'd say the cue was forming before the recent renovation.",D_Eddye,"Chicago, IL",2019-10-21 20:58:42
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Jefferson Park due to a door problem on a train. Crews working…,transit_tweets,,2019-10-21 20:47:56
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Jefferson Park due to a door problem on a train. Crews working…,huskeeman82,"Chicago, IL",2019-10-21 20:41:11
"RT @LaurenVictory: OH CRAP! 

Not to be crass but #IL lawmaker talking to me about feces, feathers &amp; filth fell victim to culprit during ou…",driannini,"Brasília, Brasil",2019-10-21 20:07:15
@GraceHallinan @cta It sounds awful!!! I’m so glad you’re alright girl 💛,KatharineAskew,"Edinburgh, Scotland",2019-10-21 19:53:49
RT @DivvyBikes: Starting today the @cta Blue Line trains to downtown &amp; Forest Park will skip Division. We're increasing our services at the…,ChicagoDOT,,2019-10-21 19:49:47
"RT @robertloerzel: … Also, I didn’t realize @cta’s expansion plans were so ambitious. https://t.co/5V0S5YdQq7",lbchicago17,"Chicago, IL",2019-10-21 19:29:49
@cta are blue line trains stopping on the ohare bound side at the division stop yet?,St3phMarsh,Chicago,2019-10-21 19:03:49
"@terynjrobinson @cta Did you mention in your tweet to @cta that you were blind. If so sorry, but it has nothing to… https://t.co/Q1EtaAGt0z",eurovermeer,"Groningen, Nederland",2019-10-21 19:01:58
Walsh Construction .@thebiggreenw teams with .@FluorCorp for .@cta modernization. https://t.co/t918HI57OJ… https://t.co/sFpb1bp2bU,ConstructechMag,"Carol Stream, IL",2019-10-21 19:01:00
"@robertloerzel @cta ""It's about time to make this world a better place""",mnblrmkr,Minneapolis,2019-10-21 18:54:11
"@robertloerzel @cta They should expand to the far south side first, imho.",elizabethaustin,Chicago,2019-10-21 18:40:13
"@robertloerzel @cta So long as bus tracker works in a vacuum, why not?",brittyknows,Urbs in Horto,2019-10-21 18:39:53
@robertloerzel @cta This would fit since some of the people I have seen on the CTA are completely out of this world.,BillWest5,Chicago,2019-10-21 18:39:50
"… Also, I didn’t realize @cta’s expansion plans were so ambitious. https://t.co/5V0S5YdQq7",robertloerzel,Chicago,2019-10-21 18:38:01
"@eurovermeer @cta Actually, I can’t sit behind the wheel because I’m legally blind, so please check the privilege you write with next time.",terynjrobinson,"Chicago, IL",2019-10-21 18:29:42
RT @cta: [Significant Delays] 54th/Cermak-bnd Pink and Harlem-bnd Green Line trains are running w/delays following an earlier delay near As…,thatnymphotaku,"Chicago, IL",2019-10-21 18:23:47
"Heading home on 11Lincoln! (at @CTA - Western in Chicago, IL) https://t.co/nViuWrZwnL",guidedogmaster,"Chicago, IL",2019-10-21 18:01:31
"@cta did buses move from garages because of the CPS strike 

I see 1374-1380 went from northwest to south",x_ajdin773_x,"Chicago, IL",2019-10-21 17:59:27
"@KatharineAskew @cta Yes all good! Luckily he didn’t follow me, just told everyone around me to mug me as I got off. Mildly terrifying!",GraceHallinan,"Indiana, USA",2019-10-21 17:52:55
"@theexceptioncat @joerappold83 @Uber @lyft @cta And if private Uber and Lyft trips get expensive, people will opt f… https://t.co/Pyo0NXEMKy",greenfieldjohn,"Chicago, Illinois, USA",2019-10-21 17:44:30
"@greenfieldjohn @joerappold83 @Uber @lyft @cta They will. They're better than their competition (taxis), they provi… https://t.co/IMez6E0VE8",theexceptioncat,"Chicago, IL",2019-10-21 17:37:03
RT @DivvyBikes: Starting today the @cta Blue Line trains to downtown &amp; Forest Park will skip Division. We're increasing our services at the…,Brianinja,Front Range Free Zone,2019-10-21 16:48:10
"RT @cta: [Minor Delays / Reroute] 15 and 28 buses are temporarily rerouted via Lake Park, 55th, Hyde Park, 56th and Stony Island, due to co…",transit_tweets,,2019-10-21 16:46:22
how can I fill up a formal complaint against a @cta employee?,calitocool,Cicero,2019-10-21 16:37:46
"RT @cta: [Minor Delays / Reroute] 15 and 28 buses are temporarily rerouted via Lake Park, 55th, Hyde Park, 56th and Stony Island, due to co…",huskeeman82,"Chicago, IL",2019-10-21 16:36:42
@joerappold83 @theexceptioncat @Uber @lyft Who know is Uber and Lyft are even going to survive much longer? But let… https://t.co/63Aq9KbC0d,greenfieldjohn,"Chicago, Illinois, USA",2019-10-21 16:35:29
"@cta @terynjrobinson Public transport and even your own skateboard, bike, car and truck travel depens also on the r… https://t.co/hzOrkt0TOR",eurovermeer,"Groningen, Nederland",2019-10-21 16:30:39
Will this get fixed after it falls out its place? @cta @ABC7Chicago @cbschicago  @nbcchicago https://t.co/wWOy7yxr3B,davidxalap86,Chicago,2019-10-21 16:26:53
RT @cta: @GrantABosnich We’re sorry to hear you didn’t see the alerts on this work. Many alerts were posted last week at Division and sent…,transit_tweets,,2019-10-21 16:20:32
RT @cta: @rkasko We did: more than 20 signs were posted last week in the station on the platform (on walls and fencing) and thru mezzanine…,transit_tweets,,2019-10-21 16:14:33
@cta And one more since old maps and (especially old transit maps) are inherently cool. https://t.co/JlMasl1LOG,somasim_games,chicago,2019-10-21 15:56:07
@activetrans @DivvyBikes @cta Let’s not get too excited... the dock was empty by 8:20 with no Divvy van in sight 😔,ChicagoScooters,"Chicago, IL",2019-10-21 15:49:15
RT @CWBChicago: Cops: Video footage shows pickpocket team at work inside Loop hotel. Pair resembles men wanted in connection with a series…,scottMontgomery,,2019-10-21 15:46:10
RT @DivvyBikes: Starting today the @cta Blue Line trains to downtown &amp; Forest Park will skip Division. We're increasing our services at the…,jaaaaane88,Chicago,2019-10-21 15:38:43
@mckensiebarnes @cta Dude same with 156 it kept saying 5 mins away and then it just switched to 18 mins i was like… https://t.co/KhMHMDUYjc,hanzebanz,"the land of harambe, OH",2019-10-21 15:38:37
RT @DivvyBikes: Starting today the @cta Blue Line trains to downtown &amp; Forest Park will skip Division. We're increasing our services at the…,jhodapp,"Chicago, IL",2019-10-21 15:36:10
RT @DivvyBikes: Starting today the @cta Blue Line trains to downtown &amp; Forest Park will skip Division. We're increasing our services at the…,activetrans,Chicagoland,2019-10-21 15:35:07
RT @DivvyBikes: Starting today the @cta Blue Line trains to downtown &amp; Forest Park will skip Division. We're increasing our services at the…,harrylee773,Chicago,2019-10-21 15:27:15
Starting today the @cta Blue Line trains to downtown &amp; Forest Park will skip Division. We're increasing our service… https://t.co/lX81m6veN0,DivvyBikes,"Chicago, IL",2019-10-21 15:26:01
"I'm at @CTA - Clark/Lake in Chicago, IL https://t.co/cQyR6lm2p6",vietvet52,HERE  #EatTheRich  #ITMFA ,2019-10-21 15:17:47
"@wrizal Right, that's another reason to choose @cta @metra or @DivvyBikes (even though Lyft runs the system) over U… https://t.co/pdyxOSsGrG",greenfieldjohn,"Chicago, Illinois, USA",2019-10-21 14:44:49
"@mharris621 @cta @chicagosmayor Hi there, sorry to hear you were having trouble. Have you tried uninstalling and re… https://t.co/mlBLn6s4RJ",VentraChicago,"Chicago, IL",2019-10-21 14:39:45
"lol speed reading is a real thing. It's amazing, but this looks like the @CTA, so it could be anything at this poin… https://t.co/PhdjlvLjuz",kindivisual,Chicago,2019-10-21 14:35:00
@cta please tell your blue line shuttles from division to stop for longer than three seconds so people can actually board.,RaeFaiman,chicago,2019-10-21 14:28:44
"@M_A_B_U_S @Apple @cta Hi Will, we'll have more to share soon. Stay tuned for updates!",VentraChicago,"Chicago, IL",2019-10-21 14:22:30
@GrantABosnich @cta Ouch @GrantABosnich.  Photos and everything.,BlakeDobrich,"Chicago, IL",2019-10-21 14:20:22
RT @cta: [Significant Delays] 54th/Cermak-bound Pink and Harlem-bound Green Line trains are standing near Ashland/Lake. Crews working to re…,transit_tweets,,2019-10-21 14:18:13
@GrantABosnich @cta Yeah! You obviously live under a rock.,JimmyOG64,Chicago ,2019-10-21 14:15:18
RT @AustinTalks: Chicago will spend $20 million to program designed to improve @cta  bus speeds and make service more reliable on seven maj…,BlerdMommy,"Hufflepuff, West Side, Chicago",2019-10-21 14:04:36
"I'm at @CTA - Bryn Mawr in Chicago, IL https://t.co/5rbgxNJRgN",vietvet52,HERE  #EatTheRich  #ITMFA ,2019-10-21 14:03:49
Hey @cta what’s up with the 151 buses being chronically late during rush hour? I’ve waited 20+ minutes for one last… https://t.co/jkFH2YPdKg,mckensiebarnes,Chi,2019-10-21 13:59:12
"RT @cta: [Minor Delays / Reroute] NB 120 and 121 buses are temporarily rerouted via Lower Wacker Drive, Bypass Lower Wacker Place, North Wa…",transit_tweets,,2019-10-21 13:54:30
@cta another day where the blue line is a complete disaster,MariaaWard,"Chicago, IL",2019-10-21 13:52:38
"RT @cta: [Minor Delays / Reroute] NB 120 and 121 buses are temporarily rerouted via Lower Wacker Drive, Bypass Lower Wacker Place, North Wa…",MaggieDaleyPark,"Chicago, IL",2019-10-21 13:49:37
"So help me God, @cta is there a reason you have the heat turned up to 75 degrees on the Green Line to Ashland and 6… https://t.co/bGwe7AzIgS",BrendonTroutman,"Chicago, IL",2019-10-21 13:47:28
RT @CWBChicago: Cops: Video footage shows pickpocket team at work inside Loop hotel. Pair resembles men wanted in connection with a series…,Petirrojo57,"Oak Park, Illinois",2019-10-21 13:38:56
@cta LOL damn ya I missed those,GrantABosnich,"Chicago, IL",2019-10-21 13:32:44
Today’s @cta conductor: “I hope your morning commute was a relaxing one and you’re ready to start your week. Rememb… https://t.co/yKEwbJHLCZ,KatGraceB,Chicago ➡️ CoMo ➡️ Chicago,2019-10-21 13:31:08
RT @CWBChicago: Cops: Video footage shows pickpocket team at work inside Loop hotel. Pair resembles men wanted in connection with a series…,kgburke3,"Lincoln Park, Chicago",2019-10-21 13:30:23
RT @cta: [Minor Delays] Loop-bound Brown Line trains are running w/residual delays following an earlier mechanical problem at Kedzie. Servi…,transit_tweets,,2019-10-21 13:28:59
@DivvyBikes there are no bikes at Ashland &amp; Division already! :( Wasn’t there gonna be valet service during Divisio… https://t.co/qxYC9gPrJF,ChicagoScooters,"Chicago, IL",2019-10-21 13:28:21
RT @CWBChicago: Cops: Video footage shows pickpocket team at work inside Loop hotel. Pair resembles men wanted in connection with a series…,312Gina,"Loop, Chicago",2019-10-21 13:28:01
@cta please turn the heat down on the red line in the morning? We’re all dying 🥵😅,alliefarley149,,2019-10-21 13:19:44
When will @VentraChicago be updating its app to work with ios13?! It’s been weeks without access to tickets stored… https://t.co/O8zUEWBNa4,mharris621,"Chicago, Illinois",2019-10-21 13:14:21
"@cta whats the point of “uic” blue line trains, when it takes 15mins for conductors to makesure everyone has left t… https://t.co/yRS0uYCJEK",t78111812,,2019-10-21 13:14:19
A TWENTY-THREE minute wait for a bus during the morning rush is untenable. The 92 has been extremely unpredictable… https://t.co/uMlhRMSZld,terynjrobinson,"Chicago, IL",2019-10-21 13:13:43
"RT @cta: Blue Line riders, don't forget: Trains to downtown and Forest Park begin bypassing Division on Monday as station improvements cont…",transit_tweets,,2019-10-21 13:11:29
